"Identifier","Source String","Context","Translation"
"CatalogList.resultsText","{count, plural,
 =1 {# result found}
 other {# results found}}","
-- CONTEXT --
","{count, plural,
 =1 {# result found}
 other {# results found}}"
"CatalogList.selectAll","Select all","
-- CONTEXT --
","Select all"
"CatalogList.selectChannels","Download a summary of selected channels","
-- CONTEXT --
","Download a summary of selected channels"
"CategoryOptions.noCategoryFoundText","Category not found","
-- CONTEXT --
","Category not found"
"ChangePasswordForm.cancelAction","Cancel","
-- CONTEXT --
","Cancel"
"ChangePasswordForm.changePasswordHeader","Change password","
-- CONTEXT --
","Change password"
"ChangePasswordForm.confirmNewPasswordLabel","Confirm new password","
-- CONTEXT --
","Confirm new password"
"ChangePasswordForm.formInvalidText","Passwords don't match","
-- CONTEXT --
","Passwords don't match"
"ChangePasswordForm.newPasswordLabel","New password","
-- CONTEXT --
","New password"
"ChangePasswordForm.passwordChangeFailed","Failed to save new password","
-- CONTEXT --
","Failed to save new password"
"ChangePasswordForm.paswordChangeSuccess","Password updated","
-- CONTEXT --
","Password updated"
"ChangePasswordForm.saveChangesAction","Save changes","
-- CONTEXT --
","Save changes"
"ChannelCatalogFrontPage.assessmentsIncludedText","Assessments","
-- CONTEXT --
","Assessments"
"ChannelCatalogFrontPage.catalogHeader","Kolibri Content Library channels","
-- CONTEXT --
","Kolibri Content Library channels"
"ChannelCatalogFrontPage.coachHeading","Resources for coaches","
-- CONTEXT --
","Resources for coaches"
"ChannelCatalogFrontPage.containsHeading","Contains","
-- CONTEXT --
","Contains"
"ChannelCatalogFrontPage.defaultNoItemsText","---","
-- CONTEXT --
","---"
"ChannelCatalogFrontPage.exported","Exported","
-- CONTEXT --
","Exported"
"ChannelCatalogFrontPage.formatsHeading","Formats","
-- CONTEXT --
","Formats"
"ChannelCatalogFrontPage.languagesHeading","Languages","
-- CONTEXT --
","Languages"
"ChannelCatalogFrontPage.numberOfChannels","{ num } channels","
-- CONTEXT --
","{ num } channels"
"ChannelCatalogFrontPage.subtitlesIncludedText","Captions or subtitles","
-- CONTEXT --
","Captions or subtitles"
"ChannelDeletedError.backToHomeAction","Back to home","
-- CONTEXT --
","Back to home"
"ChannelDeletedError.channelDeletedDetails","This channel does not exist or may have been removed. Please contact us at content@learningequality.org if you think this is a mistake.","
-- CONTEXT --
","This channel does not exist or may have been removed. Please contact us at content@learningequality.org if you think this is a mistake."
"ChannelDeletedError.channelDeletedHeader","Channel not found","
-- CONTEXT --
","Channel not found"
"ChannelDetailsModal.downloadButton","Download channel summary","
-- CONTEXT --
","Download channel summary"
"ChannelDetailsModal.downloadCSV","Download CSV","
-- CONTEXT --
","Download CSV"
"ChannelDetailsModal.downloadPDF","Download PDF","
-- CONTEXT --
","Download PDF"
"ChannelExportStrings.aggregators","Aggregators","
-- CONTEXT --
","Aggregators"
"ChannelExportStrings.assessments","Assessments","
-- CONTEXT --
","Assessments"
"ChannelExportStrings.authors","Authors","
-- CONTEXT --
","Authors"
"ChannelExportStrings.coachContent","Resources for coaches","
-- CONTEXT --
","Resources for coaches"
"ChannelExportStrings.copyrightHolders","Copyright holders","
-- CONTEXT --
","Copyright holders"
"ChannelExportStrings.description","Description","
-- CONTEXT --
","Description"
"ChannelExportStrings.downloadFilename","{year}_{month}_Kolibri_Content_Library","
-- CONTEXT --
","{year}_{month}_Kolibri_Content_Library"
"ChannelExportStrings.id","Channel ID","
-- CONTEXT --
","Channel ID"
"ChannelExportStrings.language","Language","
-- CONTEXT --
","Language"
"ChannelExportStrings.languages","Included languages","
-- CONTEXT --
","Included languages"
"ChannelExportStrings.licenses","Licenses","
-- CONTEXT --
","Licenses"
"ChannelExportStrings.name","Name","
-- CONTEXT --
","Name"
"ChannelExportStrings.no","No","
-- CONTEXT --
","No"
"ChannelExportStrings.providers","Providers","
-- CONTEXT --
","Providers"
"ChannelExportStrings.resources","Resources","
-- CONTEXT --
","Resources"
"ChannelExportStrings.size","Total resources","
-- CONTEXT --
","Total resources"
"ChannelExportStrings.storage","Storage","
-- CONTEXT --
","Storage"
"ChannelExportStrings.subtitles","Captions or subtitles","
-- CONTEXT --
","Captions or subtitles"
"ChannelExportStrings.tags","Tags","
-- CONTEXT --
","Tags"
"ChannelExportStrings.token","Token","
-- CONTEXT --
","Token"
"ChannelExportStrings.yes","Yes","
-- CONTEXT --
","Yes"
"ChannelInfoCard.resourceCount","{count, number} {count, plural, one {resource} other {resources}}","
-- CONTEXT --
","{count, number} {count, plural, one {resource} other {resources}}"
"ChannelInvitation.accept","Accept","
-- CONTEXT --
","Accept"
"ChannelInvitation.acceptedSnackbar","Accepted invitation","
-- CONTEXT --
","Accepted invitation"
"ChannelInvitation.cancel","Cancel","
-- CONTEXT --
","Cancel"
"ChannelInvitation.decline","Decline","
-- CONTEXT --
","Decline"
"ChannelInvitation.declinedSnackbar","Declined invitation","
-- CONTEXT --
","Declined invitation"
"ChannelInvitation.decliningInvitation","Declining Invitation","
-- CONTEXT --
","Declining Invitation"
"ChannelInvitation.decliningInvitationMessage","Are you sure you want to decline this invitation?","
-- CONTEXT --
","Are you sure you want to decline this invitation?"
"ChannelInvitation.editText","{sender} has invited you to edit {channel}","
-- CONTEXT --
","{sender} has invited you to edit {channel}"
"ChannelInvitation.goToChannelSnackbarAction","Go to channel","
-- CONTEXT --
","Go to channel"
"ChannelInvitation.viewText","{sender} has invited you to view {channel}","
-- CONTEXT --
","{sender} has invited you to view {channel}"
"ChannelItem.cancel","Cancel","
-- CONTEXT --
","Cancel"
"ChannelItem.channelDeletedSnackbar","Channel deleted","
-- CONTEXT --
","Channel deleted"
"ChannelItem.channelLanguageNotSetIndicator","No language set","
-- CONTEXT --
","No language set"
"ChannelItem.copyToken","Copy channel token","
-- CONTEXT --
","Copy channel token"
"ChannelItem.deleteChannel","Delete channel","
-- CONTEXT --
","Delete channel"
"ChannelItem.deletePrompt","This channel will be permanently deleted. This cannot be undone.","
-- CONTEXT --
","This channel will be permanently deleted. This cannot be undone."
"ChannelItem.deleteTitle","Delete this channel","
-- CONTEXT --
","Delete this channel"
"ChannelItem.details","Details","
-- CONTEXT --
","Details"
"ChannelItem.editChannel","Edit channel details","
-- CONTEXT --
","Edit channel details"
"ChannelItem.goToWebsite","Go to source website","
-- CONTEXT --
","Go to source website"
"ChannelItem.lastPublished","Published {last_published}","
-- CONTEXT --
","Published {last_published}"
"ChannelItem.lastUpdated","Updated {updated}","
-- CONTEXT --
","Updated {updated}"
"ChannelItem.resourceCount","{count, plural,
 =1 {# resource}
 other {# resources}}","
-- CONTEXT --
","{count, plural,
 =1 {# resource}
 other {# resources}}"
"ChannelItem.unpublishedText","Unpublished","
-- CONTEXT --
","Unpublished"
"ChannelItem.versionText","Version {version}","
-- CONTEXT --
","Version {version}"
"ChannelItem.viewContent","View channel on Kolibri","
-- CONTEXT --
","View channel on Kolibri"
"ChannelList.channel","New channel","
-- CONTEXT --
","New channel"
"ChannelList.channelFilterLabel","Channels","
-- CONTEXT --
","Channels"
"ChannelList.noChannelsFound","No channels found","
-- CONTEXT --
","No channels found"
"ChannelList.noMatchingChannels","There are no matching channels","
-- CONTEXT --
","There are no matching channels"
"ChannelListAppError.channelPermissionsErrorDetails","Sign in or ask the owner of this channel to give you permission to edit or view","
-- CONTEXT --
","Sign in or ask the owner of this channel to give you permission to edit or view"
